track_id,artistsName,trackTitle,text,isCover,rating,rating_nan,title_regex_flag,other_titles_regex_flag,version_regex_flag
108315318,Miyagi & Эндшпиль,Saloon,"В салуне злого вестерна я заливал печаль
Нас одолевали мысли пресные, мешали замечать
Эту весомую, да и вескую причину не гадать
Жить или нет, поверь, не нам решать, не нам решать

Ты не рычи, ведь чья-то боль затмила факелов лучи
Сэмплы на печи велели непредвидевшему залечить
Надо, не надо — бардачим, барда-бардачим
Следом за миражом ураганы слов — это палачи
Начислю, выбирай сторону света, кем бы ты ни был, wagwan – гетто

Тут не получится предугадать
Это поле не пахано беспросветно
Тем не менее, я-я стану обладателем противоядия-я
Берега реки не вывезут эти качели, ты выбирай сторону света

Бездушный труп этот, глупо играть в преступника
Чувства будто бы куплены, только не мямли тут это
Них- не круто, на- баламут
Заканчивай эту муть
Не в этом, не в этом суть (y-у)

Прямиком из омута без потерь
Добрая flaw'а на подорванном тут выбивала дверь
Без таргета, без бабла (без таргета, без бабла)
Без таргета, без бабла (без таргета, без бабла)

Веришь или нет, время — людоед
Заряжаю трек, вырубаю свет
Беру разбег за нас, за всех
Выживу, вы же мне доверяли уже много лет (эй)

Тяжёлой поступью скитальца
В сторону салуна, где много шума, срывает панцирь
Диггеры будут возвращаться
Кусать и грабить, ломать и гадить
Беги, это не по зубам ведь

Но мы снова мутим ход, пусть нам повезёт
Притаилось зло, знаю наперёд
Боремся за мир – нервы на пределе
Прожигаем жизнь, защищаем земли

В салуне злого вестерна я заливал печаль
Нас одолевали мысли пресные, мешали замечать
Эту весомую, да и вескую причину не гадать
Жить или нет, поверь, не нам решать, не нам решать

Законами жизни не пренебрегая, снова понимал
Ведь это далеко не рай, тут каждый диггер — каннибал
И меня глупого, наивного сей мир ломал, ломал

Ломал, ломал, ломал, ломал, ломал, ломал, ломал",0,808778,False,False,False,False
108315330,Miyagi & Эндшпиль,Silhouette,"О-уо-о-уо
Оу-оу-оу-о-о

Крадётся лёгкий силуэт. За ним, как псих, бродил ночами
Меня нежно обнимает ветер. Всё без печали
Как найти тебя и как ты в целом, давай, расскажи
Что на душе? Какие мысли? Прошу, только не молчи

За нами тучи, пыль, злой посыл
Суки пытались сбить с пути — взял и сбрил
Достойно двигаться и жить лишь в кайф давай пообещаем
Пронести это через года, дарить всё так же fire

В пустом блоке без тебя я задыхаюсь
Всё же, когда мы вместе, знай, я растворяюсь
Фундаментальная любовь, и слово в слово повторю
Эти куплеты — твоя власть. Когда я счастлив, я пою

Один человек полюбил другого
Как скучно, и сколько таких историй
Помни, я добыл для тебя огонь
И мы уже бежим из Претории

Было тяжело, но мы бежали на свет
Я нарисую облаками твой силуэт
Незыблемая вера находила ответ
На те вопросы, что так часто мучали тебя, родная

Было тяжело, но мы бежали на свет
Я нарисую облаками твой силуэт
Незыблемая вера находила ответ
На те вопросы, что так часто мучали тебя, родная

В омуте глаз родных тонул, не мог остаться равнодушным
О рифы разбивал волну-у
Был для тебя холодным ветром непослушным
Бликами строк я промелькну в закате, что так сильно нужен нам

Суждено-ль запущено
Нервами наружу говорили с нами времена
Горит душа, поёт о том, как было тут тепло и грустно
Давай шептаться на своём. Моя любовь к тебе — искусство

Мысли о высоком нас не покидали тут
Старался делать только самый чистый звук
Кострами жаркими я разбавлял досуг
И мы с тобою наблюдали призрачную красоту

Мысли о высоком нас не покидали тут
Старался делать только самый чистый звук
Кострами жаркими я разбавлял досуг
И мы с тобою наблюдали призрачную красоту

Было тяжело, но мы бежали на свет
Я нарисую облаками твой силуэт
Незыблемая вера находила ответ
На те вопросы, что так часто мучали тебя, родная

Было тяжело, но мы бежали на свет
Я нарисую облаками твой силуэт
Незыблемая вера находила ответ
На те вопросы, что так часто мучали тебя, родная (родная, родная, родная)",0,852296,False,False,False,False
108205536,ANNA ASTI,Ночью на кухне,"Она не боится темноты, как в детстве
Больше не верит в принцев, не разводит драм
Любовь так беспощадна, словно бедствие
Она успела скрыться, но остался шрам

Снова битва, к барьеру
Деньги, слава, карьера
Чётко помнит, кто первый
Вновь ведёт игру на нерве

В её голосе льётся медь
И она должна всё суметь
Ей кричат: ""Ты сошла с ума!""
А она всё сама, всё сама

Но ночью на кухне она скинет туфли
А в душе её дымят раскалённые угли
Все окна потухли, и ночью на кухне
Она плачет навзрыд, словно мир вот-вот рухнет

Твоя жизнь, как параллель – день, ночь, день
Моя милая, смелей, лей-лей-лей
Ведь наутро полегчает, эти слёзы от отчаянья
Тебя делают сильней и злее, злее, злее, злее, злее

Она приходит к цели инстиктивно
Вокруг полно людей, но близких нет, увы
Уже давно не спит без седативных
Ведь в этом глупом сердце столько ножевых

У неё одна вера
Деньги, слава, карьера
Знает, что ресурс – время
Не обедает не с теми

В её голосе льётся медь
Лёд во взгляде, что не согреть
Ей кричат: ""Ты сошла с ума!""
А она всё одна, всё одна

Но ночью на кухне она скинет туфли
А в душе её дымят раскалённые угли
Все окна потухли, и ночью на кухне
Она плачет навзрыд, словно мир вот-вот рухнет

Твоя жизнь, как параллель – день, ночь, день
Моя милая, смелей, лей-лей-лей
Ведь наутро полегчает, эти слёзы от отчаянья
Тебя делают сильней и злее, злее, злее, злее, злее

Но ночью на кухне она скинет туфли
А в душе её дымят раскалённые угли
Все окна потухли, и ночью на кухне
Она плачет навзрыд, словно мир вот-вот рухнет

Твоя жизнь, как параллель – день, ночь (день)
Моя милая, смелей, лей-лей-лей
Ведь наутро полегчает, эти слёзы от отчаянья
Тебя делают сильней и злее, злее, злее, злее, злее",0,961791,False,False,False,False
108284286,Jah Khalib,Осенняя,"В сером небе птицы улетят
Застучит опять что-то внутри
Километры мне не запретят
Постоянно думать о родных
Мои мысли напоют мне вновь о нас
И ничто мне не заменит твой уют
С нетерпением ты будешь ждать тот час
Когда я к тебе вернусь

И опали листья, но ты знай
Что мысленно я с тобой
Маленькие письма
Листопадами нежных слов
Так жаль, что я не близко
Но в мыслях с тобой, сердцем и душой
И это ли не признак
Что мы с ней делим на двоих любовь?

Мне уже неважно, где я был
Важно только, где я для тебя
Вдалеке ты мой прикроешь тыл
Ночи ожиданий у окна
Мои мысли напоют мне вновь о нас
И ничто мне не заменит твой уют
С нетерпением ты будешь ждать тот час
Когда я к тебе вернусь

И опали листья, но ты знай
Что мысленно я с тобой
Маленькие письма
Листопадами нежных слов
Так жаль, что я не близко
Но в мыслях с тобой, сердцем и душой
И это ли не признак
Что мы с ней делим на двоих любовь?",0,441685,False,False,False,False
107480583,GOARTUR,Иностранец,"Подари мне первый танец
Забери меня с собой
Я повсюду иностранец
И повсюду я вроде бы свой

Пробежала полоса, широка, бела
Разделила небеса с горем пополам
Заглушила голоса, залила глаза
Утонула полоса в девичьих слезах
Я знаю, всё будет
Забудьте, люди, я так больше не могу

Подари мне первый танец
Забери меня с собой
Я повсюду иностранец
И повсюду я вроде бы свой
Словно лодка в океане
Затерялся берег мой
Я повсюду иностранец
Забери меня, мама, домой

Пробежала полоса, зверем залегла
Расколола небеса на куски стекла
Предложенья на слова, близких на врагов
Материк на острова, бога на богов
Я знаю, всё будет
Забудьте, люди, я так больше не могу

Подари мне первый танец
Забери меня с собой
Я повсюду иностранец
И повсюду я вроде бы свой
Словно лодка в океане
Затерялся берег мой
Я повсюду иностранец
Забери меня, мама, домой

О-о-о, о-о-о, е
На-на-на-на, на-на-на, на-на

Я повсюду иностранец
Забери меня, мама, домой
Подари мне первый танец
Забери меня с собой
Я повсюду иностранец
И повсюду я вроде бы свой

Словно лодка в океане
Затерялся берег мой
Я повсюду иностранец
Забери меня, мама, домой, о-о-о
Словно лодка в океане
Затерялся берег мой
Я повсюду иностранец
Забери меня, мама, домой",1,643184,False,False,False,False
107951067,"ONEIL, ORGAN, TITOV, FAVIA",ULETAY,"Улетай на крыльях ветра
Ты в край родной, родная песня наша
Туда, где мы тебя свободно пели
Где было так привольно нам с тобою

Туда, где
Улетай на крыльях ветра
Ты в край родной, родная песня наша
Туда, где мы тебя свободно пели
Где было так привольно нам с тобою

Там так ярко солнце светит
Родные горы светом заливая
В долинах пышно розы расцветают
И соловьи поют в лесах зелёных

Улетай на крыльях ветра
Ты в край родной, родная песня наша

Улетай на крыльях ветра
Улетай на крыльях ветра
Улетай на крыльях ветра

Улетай на крыльях ветра
Ты в край родной, родная песня наша

Улетай на крыльях ветра
Ты в край родной, родная песня наша
Туда, где мы тебя свободно пели
Где было так привольно нам с тобою",1,410025,False,False,False,False
107948955,GAYAZOV$ BROTHER$,ФАИНА,"Ай, где же счастье, словно талый снег?
Где ж, Фаина, твой серебристый смех?
Прячешь ты глаза от меня и уже средь бела дня
Ты с другим целуешься при всех

Фаина, Фаина

Фаина, Фаина, Файна, Фаина, Фай-на-на
Фаина, Фай-на-на, Файна, Фаина, Фаина, Фаина
Фаина, Фаина, Файна, Фаина, Фай-на-на
Фаина, Фай-на-на. Ах, люблю тебя, Фаина, Фаина

Фаина
Фаина
Фаина
Фаина

Да, в этой песне только капля слёз (капля слёз)
Ну зачем же, Фаина, ты мне утёрла нос? (Утёрла нос)
Если даже я тебе не гожусь, я свою забуду печаль и грусть
А наша песня останется только нашей пусть

Фаина, Фаина

Фаина, Фаина, Файна, Фаина, Фай-на-на
Фаина, Фай-на-на, Файна, Фаина, Фаина, Фаина
Фаина, Фаина, Файна, Фаина, Фай-на-на
Фаина, Фай-на-на. Ах, люблю тебя, Фаина, Фаина

Фаина
Фаина
Фаина
Фаина

Фаина, Фаина, Файна, Фаина, Фай-на-на
Фаина, Фай-на-на, Файна, Фаина, Фаина, Фаина
Фаина, Фаина, Файна, Фаина, Фай-на-на
Фаина, Фай-на-на. Ах, люблю тебя, Фаина, Фаина",1,468811,False,False,False,False
107314429,"DJ SMASH, NIVESTA",Позвони,"Я больше не летаю и даже не мечтаю
Я все секреты знаю твои
Когда бывает грустно, просто в бокале пусто
Это не связано с тобой, прости

Стрелки часы разгоняют
И по чуть-чуть отпускает
Говорят, что время лечит
Но, походу, портит печень
Ещё один глоток, и после выдоха вдох

Позвони мне, позвони
Позвони мне, ради Бога
Приезжай и обними
Всё равно, что скажет кто-то
Рано или поздно

Позвони мне, позвони
Может, это не про гордость
Над Москвой горят огни
Я хочу услышать голос
Позвони мне, позвони

А помнишь эти фото, билет Аэрофлота?
И пять минут до взлёта
Ты говорил, я – космос, твоя Вселенная
Как оказалось, параллельная

Но меня манит, манит
Ты – мой наркотик, магнит
И сердце будто горит, стреляй
Да-да, я всё понимаю
Чувствую, как я теряю, пускай

Стрелки часы разгоняют
И по чуть-чуть отпускает
Говорят, что время лечит
Но, походу, портит печень
Ещё один глоток, и после выдоха вдох

Позвони мне, позвони
Позвони мне, ради Бога
Приезжай и обними
Всё равно, что скажет кто-то
Рано или поздно

Позвони мне, позвони
Может, это не про гордость
Над Москвой горят огни
Я хочу услышать голос
Позвони мне, позвони",1,852844,False,False,False,False
108661621,"Леонид Агутин, JONY",Мир зеленого цвета,"Да кто я?
Маленькая точка на Земле большой и необъятной
Да, кто я?
Просто миг невидимый во мгле, смешной и непонятный
Невероятное, непостижимое, избиты лучшие на свете слова
Но всё волшебное, неуловимое, по сути, просто, как дважды два

Где-то, между небом и морем, абсолютно раздето
Где кончается горе – начинается лето
Это просто красиво, эта песня не спета
Между синим и синим – мир зелёного цвета
Между синим и синим – мир зелёного цвета

Да, кто мы?
Море незаметной суеты, забыть не очень сложно
Да, что мы?
Семьдесят процентов из воды, но всё ещё возможно
Неочевидное, невероятное, но явно что-то неземной красоты
Неуловимое, но так понятное, Земля и небо, и рядом ты

Где-то, между небом и морем, абсолютно раздето
Где кончается горе – начинается лето
Это просто красиво, эта песня не спета
Между синим и синим – мир зелёного цвета
Между синим и синим – мир зелёного цвета
Между синим и синим – мир зелёного цвета

Где-то, между небом и морем, абсолютно раздето
Где кончается горе – начинается лето
Это просто красиво, эта песня не спета
Между синим и синим – мир зелёного цвета
Между синим и синим – мир зелёного цвета
Между синим и синим – мир зелёного, е-е-е
Между синим и синим – мир зелёного цвета",1,600512,False,False,False,False
108114693,Noize MC,Страна дождей,"В лужах столицы страны дождей
Вижу вновь своё отражение
На земле, что была моей
Давным-давно нет уже меня

Сосны фильтруют балтийский свет
В жёлтой дымке лучи пульсируют
Жизнь зачёркнута буквой ""Z""
Но я новую срежиссирую

Что же ты сбежал? Что ж ты не пошёл
Против космонавтов с калашами босиком да голышом?
Что же ты бензином не облил себя, да не поджог?
Чё, зассал? Ну ты и лошок

Чё ты нам там мямлишь про детей? Похую на них
Те, что под обстрелами погибли, чем хуже твоих?
Хочешь стать ""Хорошим русским"" — полежи в гробу
Не хватайся за шасси — свергать талибов поезжай в Кабул

Что же ты сбежал? Что же ты не пошёл
Родине отдать священный долг да в ""Бессмертный полк""
Просто ты ссыкло, пиздец, был бы мужиком
Бритый наголо героем слёг бы за дворец под Геленджиком

Что же ты не это, что же ты не то, редкостный мудак
Вместе с танком не сгорел, в вихре яростных атак?
Да, я жив-здоров, screen'те и shar'те
Плохие новости для всех, кто мне желает смерти

В лужах столицы страны дождей
Вижу вновь своё отражение
На земле, что была моей
Давным-давно нет уже меня

Сосны фильтруют балтийский свет
В жёлтой дымке лучи пульсируют
Жизнь зачёркнута буквой Z
Но я новую срежиссирую

В лужах столицы страны дождей
Вижу вновь своё отражение
На земле, что была моей
Давным-давно нет уже меня

Сосны фильтруют балтийский свет
В жёлтой дымке лучи пульсируют
Жизнь зачёркнута буквой Z
Но я новую срежиссирую",0,258464,False,False,False,False
